id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
4278,4288,5286,258,,36    And,,0.916139,23.628335,37.9795,137.06,-45.58,2.0,5.460,2.562,K1IV,1.012,33.799462,8.265744,15.222273,-0.00000091,0.00002576,-0.00000687,0.2398445862492675,0.41239224444184375,0.0000006644856305694446,-0.000000220978075,,36,And,1,4278,,8.226213938831098,,,
4282,4292,5234,253,,26Ups1Cas,,0.916715,58.972698,100.7049,-32.24,-40.69,-23.0,4.830,-0.185,K2III,1.216,50.420166,12.338344,86.296046,0.00000850,-0.00001412,-0.00003040,0.23999543934060716,1.0292677418814975,-0.00000015630393061111114,-0.000000197270686,Ups-1,26,Cas,1,4282,,103.2761405761398,,,
4283,4293,5457,270,,Lam2Tuc,,0.916751,-69.527084,68.0272,7.92,-43.35,5.0,5.450,1.287,G7III,1.095,23.111518,5.655909,-63.730483,-0.00001189,-0.00000022,-0.00000979,0.2400048769758806,-1.2134765379588874,0.0000000383972435,-0.00000021016673,Lam-2,,Tuc,1,4283,,26.619506511518374,,,
4336,4346,5384,263,,,,0.928444,-7.347149,184.5018,-6.99,-44.82,2.0,5.880,-0.450,K5III,1.520,177.607993,44.041271,-23.594240,-0.00000150,-0.00000681,-0.00004002,0.24306619747583263,-0.12823193831804625,-0.00000003388847627083334,-0.000000217293491,,,Cet,1,4336,,131.82567385564073,,,
4361,4371,5437,267,,22Phi3Cet,,0.933747,-11.266526,168.9189,-26.79,-8.01,-26.0,5.350,-0.788,K4III,1.505,160.738174,40.095029,-33.002182,-0.00002124,-0.00002791,-0.00000124,0.24445447853613106,-0.19663797879378125,-0.00000012988158502083333,-0.000000038833575,Phi-3,22,Cet,1,4361,,179.9699516577357,,,
4412,4422,5395,265,,28Ups2Cas,,0.944432,59.181056,61.2745,-92.56,-45.33,-47.0,4.620,0.684,G8III-IV,0.957,30.437701,7.682860,52.621600,-0.00000594,-0.00002986,-0.00004818,0.2472518134940012,1.0329042740471412,-0.00000044874354272222224,-0.000000219766041,Ups-2,28,Cas,1,4412,,46.38739667560309,,,
4417,4427,5394,264,,27Gam Cas,Cih,0.945143,60.716740,168.3502,25.65,-3.82,-7.0,2.150,-3.981,B0IV:evar,-0.046,79.836717,20.168018,146.837047,-0.00000589,0.00002010,-0.00000777,0.2474379511037043,1.0597070289510324,0.0000001243547090625,-0.000000018519882,Gam,27,Cas,1,4417,,3407.218616593573,Gam,2.173,2.133
4426,4436,5448,269,,37Mu  And,,0.945885,38.499345,39.7772,152.78,36.82,8.0,3.860,0.862,A5V,0.130,30.180673,7.630372,24.761577,-0.00000530,0.00002905,0.00001065,0.2476321701104851,0.6719403219484738,0.0000007406983411527778,0.000000178508397,Mu,37,And,1,4426,,39.37313537008504,,,
4430,4440,5408,266,,,,0.946377,60.362836,165.0165,27.37,-4.77,-5.0,5.560,-0.528,B8V,-0.054,79.109772,20.011564,143.428072,-0.00000461,0.00002142,-0.00000633,0.24776089906816323,1.053530233650895,0.00000013269350436805557,-0.000000023125612,,,Cas,1,4430,,141.64459272385145,,,
4453,4463,5516,271,,38Eta And,,0.953445,23.417648,70.4225,-43.72,-46.06,-10.0,4.400,0.161,G8III-IV,0.940,62.619150,15.963361,27.988017,0.00000065,-0.00001524,-0.00001849,0.24961133334526506,0.40871506007966624,-0.00000021196054113888892,-0.000000223305181,Eta,38,And,1,4453,,75.09309424540648,,,
4500,4510,5575,274,,68    Psc,,0.963931,28.992217,198.8072,5.28,-7.77,-1.0,5.440,-1.052,G6III,1.076,168.385990,43.418942,96.360017,0.00000138,0.00000561,-0.00000705,0.2523565329839204,0.5060096383873075,0.000000025598162333333333,-0.000000037670022,,68,Psc,1,4500,,229.5091476024225,,,
4542,4552,5608,275,,,,0.970615,33.950885,56.3698,35.25,-71.86,-17.0,5.990,2.235,K0,1.000,45.258028,11.754464,31.481435,-0.00000577,0.00000845,-0.00002600,0.25410647834719596,0.5925547186127874,0.00000017089682239583333,-0.00000034838711,,,And,1,4542,,11.117317272815914,,,
4562,4572,5550,273,,,,0.975285,66.351793,107.4114,43.44,-13.19,-10.0,5.970,0.815,A0III,-0.008,41.687986,10.881772,98.391506,-0.00000359,0.00002244,-0.00001212,0.25532888877679977,1.158057256464415,0.0000002106030628333333,-0.000000063946924,,,Cas,1,4562,,41.114972110452236,,,
4567,4577,5737,280,,Alp Scl,,0.976766,-29.357449,238.0952,22.44,6.30,10.0,4.300,-2.584,B7IIIp,-0.154,200.770598,52.489589,-116.727788,0.00000552,0.00002821,0.00000132,0.25571683893166175,-0.5123841447464662,0.00000010879218991666668,0.000000030543261,Alp,,Scl,1,4567,,941.0224835267508,Alp,4.308,4.298
4577,4587,5722,279,,23Phi4Cet,,0.978852,-11.379975,98.0392,-33.16,-15.02,-19.0,5.620,0.663,G7III,0.949,92.972978,24.361145,-19.344545,-0.00001580,-0.00002043,-0.00000316,0.25626292331310585,-0.1986180401663725,-0.0000001607642164722222,-0.000000072819014,Phi-4,23,Cet,1,4577,,47.293341491865164,,,
4665,4675,5788,282,,,,1.000988,44.713243,119.0476,14.72,-25.24,17.0,5.690,0.311,B9.5Vn,-0.010,81.711387,21.917170,83.757114,0.00001963,0.00001406,0.00000188,0.2620579674400206,0.7803933062889951,0.00000007136457377777779,-0.000000122366972,,,And,1,4665,,65.40335094488948,,,
4760,4770,6055,288,,Xi  Scl,,1.021740,-38.916527,157.4803,66.98,49.92,-31.0,5.590,-0.396,K1III,1.185,118.171698,32.386093,-98.926985,-0.00001422,0.00004912,0.00004957,0.2674909403717783,-0.6792215343338462,0.0000003247282032361111,0.000000242018989,Xi,,Scl,1,4760,,125.42958923023174,,,
4842,4852,6178,293,,Sig Scl,,1.040674,-31.552005,71.2251,81.00,15.25,-8.0,5.500,1.237,A1/A2IV,0.083,58.456761,16.332571,-37.270081,-0.00001159,0.00002580,0.00000877,0.27244771211696095,-0.5506863740767475,0.00000039269908125000004,0.000000073934086,Sig,,Scl,1,4842,,27.87404520323769,Sig,5.51,5.49
4879,4889,6118,291,,69Sig Psc,,1.046971,31.804263,132.9787,15.53,-30.38,10.0,5.500,-0.119,B9.5V,-0.043,108.793748,30.589910,70.082353,0.00001559,0.00001478,-0.00001125,0.2740963678011902,0.5550891022440351,0.00000007529156459027778,-0.000000147286396,Sig,69,Psc,1,4879,,97.18517029401686,,,
4880,4890,6245,299,,,,1.046997,-46.397311,73.0994,-2.21,10.96,-1.0,5.390,1.070,G8III,0.900,48.531242,13.646048,-52.934156,0.00000224,-0.00000018,0.00000342,0.27410326224915454,-0.8097858460636838,-0.000000010714382340277778,0.000000053135579,,,Phe,1,4880,,32.50872973854342,,,
4893,4903,6116,290,,39    And,,1.048407,41.345157,107.2961,-16.96,-16.95,4.0,5.950,0.797,A5m,0.161,77.536715,21.832696,70.879137,0.00001095,-0.00000608,-0.00000392,0.27447236553649806,0.7216091249607175,-0.00000008222440022222222,-0.000000082175918,,39,And,1,4893,,41.80228289540325,,,
4896,4906,6186,294,,71Eps Psc,,1.049058,7.890135,55.7414,-80.57,25.88,7.0,4.270,0.539,K0III,0.952,53.144471,14.974142,7.651854,0.00001181,-0.00001929,0.00000791,0.2746427451241538,0.137708841860575,-0.000000390614382423611,0.00000012546978,Eps,71,Psc,1,4896,,53.01515066784589,,,
4904,4914,6203,296,,25    Cet,,1.050705,-4.836601,102.2495,-117.05,-102.91,15.0,5.400,0.352,K0III-IV,1.106,98.055173,27.673943,-8.621115,0.00002633,-0.00005285,-0.00005212,0.27507380559888545,-0.0844146045653825,-0.0000005674744130902778,-0.000000498921758,,25,Cet,1,4904,,62.97961479295171,,,
4951,4962,6130,292,,,,1.060280,61.074823,613.4969,-1.54,-2.96,-1.0,5.920,-3.019,F0II,0.512,285.369847,81.312305,536.964426,0.00000819,-0.00000243,-0.00000515,0.2775805576713566,1.065956743433265,-0.000000007466130680555555,-0.000000014350484,,,Cas,1,4951,,1404.7531026968777,,,
4988,4998,6211,298,,,,1.067330,52.502161,326.7974,1.44,-61.03,-7.0,5.990,-1.581,K2,1.447,191.216023,54.866273,259.273261,0.00006891,0.00002215,-0.00006453,0.27942640608652375,0.9163355700343463,0.000000006981317,-0.000000295881789,,,Cas,1,4988,,373.59409225879995,,,
5011,5021,6210,297,,,,1.072084,61.580184,80.7754,-79.86,-24.77,-16.0,5.830,1.294,F6V,0.569,36.938988,10.648654,71.040548,0.00000938,-0.00002984,-0.00001901,0.2806709232432037,1.0747769612269549,-0.0000003871722052916667,-0.000000120088348,,,Cas,1,5011,,26.448436268543603,,,
5071,5081,6397,308,,72    Psc,,1.084821,14.946133,54.5852,6.94,53.33,4.0,5.640,1.955,F4II-III,0.420,50.625883,14.777494,14.078123,-0.00000021,0.00000185,0.00001469,0.2840054664031075,0.2608592393224312,0.00000003364606943055555,0.000000258551135,,72,Psc,1,5071,,14.387985782558452,,,
5121,5131,6456,310,,74Psi1Psc,,1.094709,21.473181,84.3170,44.30,-14.32,-3.0,5.330,0.700,A1Vn,0.003,75.264054,22.180890,30.865551,-0.00000580,0.00001717,-0.00000657,0.28659421825902925,0.3747777155284588,0.0000002147724604861111,-0.000000069425319,Psi-1,74,Psc,1,5121,,45.708818961487495,,,
5122,5132,6457,311,,74Psi1Psc,,1.094919,21.465442,85.9107,53.93,-12.63,-4.0,5.550,0.880,A0Vn,-0.048,76.689465,22.605555,31.438147,-0.00000816,0.00002101,-0.00000639,0.2866491987751568,0.37464264622028876,0.0000002614600179236111,-0.000000061231967,Psi-1,74,Psc,1,5122,,38.72576449216173,,,
5154,5165,6595,322,,Bet Phe,,1.101407,-46.718414,100000.0000,-70.16,31.60,-1.0,3.320,-16.680,G8IIIvar,0.885,65728.037190,19495.774096,-72799.312620,0.02036281,-0.02943628,0.01050305,0.2883477037288151,-0.8153901374901737,-0.0000003401452782777778,0.000000153201123,Bet,,Phe,1,5154,,409260659.730011,,,
5155,5164,6530,317,,28    Cet,,1.101430,-9.839354,180.8318,30.98,5.89,11.0,5.580,-0.706,A1V,0.009,170.815870,50.667538,-30.901693,0.00000375,0.00002944,0.00000316,0.28835370420868456,-0.17172912513915625,0.0000001501952782361111,0.000000028555525,,28,Cet,1,5155,,166.87835113653907,,,
5257,5268,6793,332,,Iot Tuc,,1.121838,-61.775289,93.2836,73.79,-11.24,-8.0,5.360,0.511,G5III,0.884,42.227550,12.771580,-82.192076,-0.00001765,0.00002952,0.00000481,0.2936964182601302,-1.0781821928142488,0.0000003577440148819445,-0.000000054493057,Iot,,Tuc,1,5257,,54.40013782467271,Iot,5.387,5.327
5285,5296,6706,329,,30    Cet,,1.129502,-9.785550,47.1476,149.04,16.99,22.0,5.710,2.343,F7IV,0.446,44.445274,13.539556,-8.013286,0.00001192,0.00003924,0.00000000,0.29570293345520815,-0.170790072263865,0.0000007225663095000001,0.000000082369844,,30,Cet,1,5285,,10.064680664383255,,,
5289,5300,6767,331,,Ups Phe,,1.129957,-41.486916,56.9476,36.00,7.85,14.0,5.210,1.433,A3V,0.159,40.806905,12.436518,-37.724964,0.00000874,0.00001305,-0.00000786,0.29582212716309375,-0.7240832809936112,0.00000017453292499999998,0.000000038057873,Ups,,Phe,1,5289,,23.27019378848164,,,
5299,5310,6695,328,,79Psi2Psc,,1.132544,20.739113,47.3037,85.43,-85.81,-2.0,5.560,2.186,A3V,0.121,42.308177,12.925365,16.750865,-0.00000089,0.00002021,-0.00001913,0.29649942804286383,0.3619657978370837,0.00000041417632729861113,-0.000000416018619,Psi-2,79,Psc,1,5299,,11.63054323328467,,,
5306,5317,6658,324,,41    And,,1.133559,43.942092,58.9623,160.96,-61.32,9.0,5.040,1.187,A3m,0.109,40.599499,12.415253,40.915823,0.00000452,0.00004949,-0.00000623,0.29676505211587695,0.766934184732205,0.0000007803561002222223,-0.000000297287748,,41,And,1,5306,,29.187708481971423,,,
5325,5336,6582,321,Gl 53A,30Mu  Cas,,1.137477,54.920340,7.5540,3421.44,-1599.27,-98.1,5.170,5.779,G5Vp,0.704,4.149699,1.274102,6.181126,-0.00004604,0.00011693,-0.00011576,0.29779075758043,0.9585407670521963,0.000016587609192,-0.000007753479749,Mu,30,Cas,1,5325,Gl  53,0.4250108331760469,,,
5335,5346,6763,330,,80    Psc,,1.139500,5.649819,35.2113,-248.40,-165.49,7.0,5.510,2.777,F0III-IV,0.334,33.492635,10.298877,3.466496,0.00002193,-0.00003762,-0.00002741,0.2983203305746531,0.09860794471610874,-0.0000012042771825,-0.000000802318159,,80,Psc,1,5335,,6.748387308707568,,,
5337,5348,6882,338,,Zet Phe,,1.139742,-55.245760,91.5751,21.17,29.70,15.0,3.940,-0.869,B6V + B0V,-0.120,49.896436,15.346501,-75.238648,0.00001595,0.00001474,-0.00000509,0.2983838460567415,-0.9642204110904488,0.00000010263505617361113,0.000000143989663,Zet,,Phe,1,5337,,193.9099078614849,Zet,4.199,3.929
5350,5361,6676,326,,,,1.142627,58.263449,184.8429,17.15,-12.39,-4.0,5.770,-0.564,B8V,-0.019,92.912041,28.653509,157.204368,0.00000244,0.00001683,-0.00000932,0.2991390845235294,1.0168890214013686,0.00000008314554621527778,-0.000000060068415,,,Cas,1,5350,,146.4198642935277,,,
5353,5364,6805,334,NN 3075,31Eta Cet,,1.143164,-10.182264,37.9939,215.81,-138.33,12.9,3.460,0.561,K2III,1.161,35.733354,11.025427,-6.716585,-0.00000361,0.00004048,-0.00002741,0.29927957191853505,-0.177714035124185,0.0000010462764040069444,-0.000000670642764,Eta,31,Cet,1,5353,,51.95172830110675,,,
5361,5372,5848,285,,,,1.145613,86.257090,85.9107,80.34,-11.36,9.0,4.240,-0.430,K2II-III,1.213,5.357793,1.657180,85.727534,-0.00000480,0.00003354,0.00000888,0.2999207391189709,1.5054702290952027,0.00000038949931095833337,-0.000000055074834,,,Cep,1,5361,,129.4195841449985,,,
5423,5434,6811,335,,42Phi And,,1.158368,47.241792,219.7802,3.81,-13.02,-2.2,4.260,-2.450,B7III,0.012,142.401313,44.559066,161.368161,0.00000705,0.00000646,-0.00001107,0.3032600026247607,0.8245248216760163,0.000000018471401229166666,-0.000000063122741,Phi,42,And,1,5423,,831.7637711026708,,,
5436,5447,6860,337,Gl 53.3,43Bet And,Mirach,1.162194,35.620558,60.5327,175.59,-112.23,-0.8,2.070,-1.840,M0IIIvar,1.576,46.946371,14.741814,35.255129,0.00000223,0.00005471,-0.00002725,0.30426179273798976,0.6216960120690613,0.0000008512843416875,-0.000000544106393,Bet,43,And,1,5436,,474.2419852602448,,,
5443,5454,6903,339,,81Psi3Psc,,1.163667,19.658408,115.4734,-4.65,9.34,-8.0,5.570,0.258,G0III,0.697,103.735655,32.618191,38.846583,-0.00000825,-0.00000532,0.00000217,0.30464737174143375,0.3431039462139737,-0.000000022543836145833336,0.000000045281597,Psi-3,81,Psc,1,5443,,68.67521061488183,,,
5482,5493,6920,340,,44    And,,1.171880,42.081475,52.2739,-135.76,-41.87,-11.0,5.670,2.079,F8V,0.603,36.985639,11.716968,35.033206,0.00000921,-0.00003317,-0.00001541,0.3067974578982887,0.73446028982448,-0.0000006581830527222222,-0.000000202991488,,44,And,1,5482,,12.835121968394969,,,
5483,5494,6953,341,,,,1.172070,25.457763,120.7729,2.92,-113.75,5.0,5.810,0.400,K5III,1.466,103.952704,32.937897,51.913722,0.00003117,0.00001167,-0.00005793,0.3068471428698954,0.44432179058884125,0.00000001415655947222222,-0.000000551475561,,,Psc,1,5483,,60.255958607435744,,,
5498,5510,7014,347,,33    Cet,,1.175987,2.445670,235.2941,-8.69,-15.94,-3.0,5.970,-0.888,K4III,1.491,224.026394,71.236677,10.040475,0.00000082,-0.00001014,-0.00001830,0.30787260535979766,0.042684987806125,-0.00000004213030884027778,-0.0000000772793,,33,Cet,1,5498,,197.33312795365026,,,
5506,5518,6829,336,,31    Cas,,1.177579,68.778621,84.8896,35.26,-27.48,1.0,5.320,0.676,A0Vnn,-0.014,29.278984,9.323761,79.133143,0.00000599,0.00001714,-0.00000314,0.308289581771408,1.2004133862655089,0.0000001709453037638889,-0.000000133226799,,31,Cas,1,5506,,46.730453963151,,,
5530,5542,6961,343,,33The Cas,,1.185017,55.149901,40.9500,226.62,-19.34,9.0,4.340,1.279,A7Vvar,0.170,22.283015,7.143859,33.605678,-0.00000572,0.00004541,0.00000536,0.31023684449167516,0.9625473465740563,0.000001098684762875,-0.000000093762965,The,33,Cas,1,5530,,26.816370667607295,,,
5532,5544,7034,349,,82    Psc,,1.185213,31.424736,147.2754,-8.70,-12.02,2.0,5.150,-0.691,F0V,0.261,119.672435,38.372388,76.786175,0.00000782,-0.00000402,-0.00000626,0.3102881369355857,0.548465114097215,-0.000000042178790208333334,-0.000000058274604,,82,Psc,1,5532,,164.58869432193018,,,
5537,5550,7019,348,,45    And,,1.186189,37.724121,242.1308,-15.54,-6.96,-1.0,5.800,-1.120,B7III-IV,-0.095,182.356513,58.523074,148.150167,0.00000956,-0.00001609,-0.00000709,0.31054351677459785,0.65841012174847,-0.00000007534004595833333,-0.000000033743032,,45,And,1,5537,,244.34305526939713,,,
5554,5566,6960,342,,,,1.190428,64.202677,124.0695,40.94,-19.30,-10.0,5.560,0.092,B9.5V,-0.052,51.392623,16.556334,111.704542,-0.00000184,0.00002528,-0.00001426,0.31165329272380715,1.1205481002709,0.00000019848272081944443,-0.00000009356904,,,Cas,1,5554,,80.02026771193327,,,
5559,5571,7087,351,,84Chi Psc,,1.190894,21.034650,117.6471,41.66,-10.55,16.0,4.660,-0.693,K0III,1.024,104.513869,33.683383,42.227416,0.00000930,0.00002796,0.00000026,0.311775322267069,0.36712389945637375,0.0000002019733793194444,-0.000000051147843,Chi,84,Psc,1,5559,,164.8921573150831,,,
5574,5586,7106,352,,83Tau Psc,,1.194342,30.089638,51.7598,74.29,-37.61,30.0,4.510,0.940,K0III-IV...,1.092,42.613504,13.776233,25.950131,0.00002403,0.00002736,0.00000722,0.31267791947072876,0.5251632565387813,0.00000036016808328472225,-0.000000182338425,Tau,83,Psc,1,5574,,36.643757464783334,,,
5577,5589,6972,345,,32    Cas,,1.194829,65.018854,119.0476,23.85,-12.92,-2.0,5.570,0.191,B9IV,-0.072,47.836454,15.471508,107.910300,0.00000137,0.00001491,-0.00000500,0.3128053777455496,1.1347930719181387,0.00000011562806281250002,-0.000000062637927,,32,Cas,1,5577,,73.04659895204111,RU,5.584,5.564
5582,5594,7147,353,,34    Cet,,1.195419,-2.251079,171.8213,-57.83,-22.21,-9.0,5.930,-0.245,K4III,1.403,163.349095,52.858840,-6.748903,0.00000539,-0.00004888,-0.00001812,0.31295998978217465,-0.0392887371747825,-0.00000028036775146527775,-0.000000107677118,,34,Cet,1,5582,,109.1440336448756,,,
5614,5626,6798,333,,,,1.204601,79.673963,82.8500,95.83,-4.91,18.0,5.600,1.009,A3V,0.008,14.118358,4.606434,81.508293,-0.00000696,0.00003822,0.00001776,0.31536392822331316,1.3905729797119288,0.0000004645969500763889,-0.000000023804351,,,Cep,1,5614,,34.387452222912714,,,
5649,5661,7312,359,,,,1.212616,-37.856479,69.3963,88.99,-30.76,10.0,5.950,1.743,A9IV: (+F/G),0.281,52.054017,17.103722,-42.587567,-0.00000771,0.00002898,-0.00001445,0.3174622280623253,-0.66072019487602,0.0000004314356943263889,-0.000000149128688,,,Scl,1,5649,,17.490410399663034,AI,5.967,5.937
5725,5737,7344,361,,86Zet Psc,,1.228857,7.575354,53.3049,141.66,-55.62,9.0,5.210,1.576,A7IV,0.320,50.128801,16.707567,7.027196,-0.00000112,0.00003821,-0.00001303,0.3217139943867739,0.13221486453302125,0.0000006867870598750001,-0.000000269653369,Zet,86,Psc,1,5725,,20.398583002685616,,5.256,5.036
5730,5742,7318,360,,85Phi Psc,,1.229152,24.583713,136.7989,18.58,-21.26,6.0,4.670,-1.010,K0III...,1.047,118.013398,39.343134,56.911417,0.00000696,0.00001531,-0.00001027,0.32179115618584114,0.42906673612535495,0.00000009007838184722222,-0.000000103071388,Phi,85,Psc,1,5730,,220.80047330188992,,,
5766,5778,7374,364,,87    Psc,,1.235453,16.133479,139.4700,-30.59,-26.18,-16.0,5.970,0.248,B8III,-0.082,127.030055,42.582048,38.755325,-0.00000367,-0.00002304,-0.00002155,0.3234408053355823,0.28158232041306624,-0.00000014830450488194445,-0.000000126924221,,87,Psc,1,5766,,69.3106545149936,,,
5786,5799,7439,366,Gl 54.2A,37    Cet,,1.240011,-7.922826,23.3863,123.67,277.58,21.2,5.140,3.295,F5V,0.448,21.953382,7.388200,-3.223573,0.00001999,0.00002152,0.00002818,0.324634083229439,-0.13827939472412748,0.0000005995690787430555,0.000001345745814,,37,Cet,1,5786,Gl  54.2,4.187935651179182,,,
5820,5833,7476,368,,38    Cet,,1.246992,-0.973795,42.9185,-14.55,205.45,26.0,5.700,2.537,F5V,0.428,40.646021,13.761781,-0.729408,0.00002684,0.00000589,0.00004229,0.32646179977158296,-0.016995924565072502,-0.00000007054039052083333,0.000000996049706,,38,Cet,1,5820,,8.417827076608125,,,
5849,5862,7570,370,Gl 55,Nu  Phe,,1.253043,-45.531664,15.1149,664.47,178.12,11.6,4.970,4.073,F8V,0.571,10.023612,3.411601,-10.786636,0.00000100,0.00005177,0.00000068,0.3280459256128029,-0.7946774539363888,0.0000032214414631875,0.000000863550127,Nu,,Phe,1,5849,,2.045502431109353,,,
5884,5896,7788,377,Gl 55.3A,Kap Tuc,,1.262704,-68.875927,20.9556,411.11,127.43,4.0,4.250,2.643,F6IV,0.480,7.143194,2.451560,-19.547464,-0.00000074,0.00004390,0.00000085,0.33057518677831865,-1.2021117062668614,0.0000019931175221319447,0.000000617798073,Kap,,Tuc,1,5884,Gl  55.3,7.634841051830966,,,
5913,5926,7389,365,,,,1.269972,71.743842,847.4576,-1.59,-1.18,-17.0,5.870,-3.771,K1V,2.042,250.940910,86.648841,804.801071,0.00000134,-0.00000645,-0.00001803,0.33247800755029666,1.2521662679429912,-0.000000007708537520833334,-0.000000005720801,,,Cas,1,5913,,2808.018728116633,V762,5.923,5.823
5939,5951,7672,373,,39    Cet,,1.276747,-2.500368,80.5802,-100.62,-63.95,-20.0,5.420,0.889,G5III-IVe,0.888,76.047940,26.410089,-3.515369,-0.00000744,-0.00004419,-0.00002406,0.33425149757915296,-0.04363965783554501,-0.000000487819525375,-0.000000310038348,,39,Cet,1,5939,,38.40608157258116,AY,5.494,5.364
6048,6061,7804,378,,89    Psc,,1.296654,3.614466,75.3012,-48.38,-22.37,5.0,5.130,0.746,A3V,0.071,70.862829,25.024015,4.747178,0.00001118,-0.00001478,-0.00000783,0.33946332766248677,0.06308433203782501,-0.00000023455285865277778,-0.00000010845282,,89,Psc,1,6048,,43.81269820224928,,,
6179,6193,7964,383,,90Ups Psc,,1.324443,27.264059,94.4287,26.21,-11.62,8.0,4.740,-0.136,A3V,0.032,78.942697,28.524892,43.257068,0.00000505,0.00001458,-0.00000098,0.3467382468595746,0.47584758906569624,0.00000012706966567361112,-0.000000056335349,Ups,90,Psc,1,6179,,98.7188301068396,,,
6212,6226,8036,385,,42    Cet,,1.330082,-0.509029,100.7049,5.35,-13.91,14.0,5.870,0.855,A7V...,0.635,94.657317,34.361228,-0.894675,0.00001251,0.00000732,-0.00000692,0.34821465395340423,-0.0088842260788425,0.000000025937531909722223,-0.000000067437582,,42,Cet,1,6212,,39.62780342554393,,,
6228,6242,7927,382,,34Phi Cas,,1.334699,58.231611,100000.0000,-1.31,-2.19,-24.0,4.950,-15.050,F0Ia,0.683,49467.137003,18024.596194,85018.328882,0.00105332,-0.00029209,-0.00057981,0.3494234164282319,1.0163333350975838,-0.000000006351059215277778,-0.000000010617419,Phi,34,Cas,1,6228,,91201083.93559097,,,
6301,6315,8126,389,,91    Psc,,1.352047,28.738207,107.4114,28.53,-75.19,-36.0,5.230,0.075,K5III,1.396,88.342118,32.644952,51.644139,-0.00001777,0.00000927,-0.00005203,0.35396517627675184,0.5015763333501975,0.0000001383173430625,-0.000000364531406,,91,Psc,1,6301,,81.2830516164099,,,
6397,6411,8207,390,,46Xi  And,,1.372337,45.528778,65.7462,32.21,8.73,-13.0,4.870,0.781,K0III-IV,1.077,43.117698,16.194066,46.916563,-0.00001419,0.00000564,-0.00000754,0.35927688338675695,0.7946270763370474,0.00000015615848650694446,0.000000042324234,Xi,46,And,1,6397,,42.42286549229506,,,
6478,6492,8388,397,,,,1.390264,20.468967,306.7485,-5.59,-9.30,-11.0,5.970,-1.464,K5,1.677,268.554769,102.303873,107.269918,-0.00000237,-0.00000980,-0.00001689,0.36397017486550853,0.35725087248286996,-0.000000027101084743055553,-0.000000045087672,,,Psc,1,6478,,335.42853083268994,,,
6488,6502,8498,400,,,,1.391933,-30.945617,299.4012,-15.51,-45.83,-16.0,5.840,-1.541,M0III,1.612,239.921443,91.516295,-153.959286,-0.00003705,-0.00003823,-0.00004864,0.3644072210472338,-0.5401029111634538,-0.00000007519460185416666,-0.000000222190109,,,Scl,1,6488,,360.0808291734827,,,
6500,6514,8374,395,,47    And,,1.394612,37.714943,63.8570,81.77,-19.64,13.0,5.600,1.574,A1m,0.276,47.185350,18.036484,39.063529,0.00000426,0.00002873,0.00000332,0.36510858778128263,0.6582499248476975,0.00000039643214659027774,-0.000000095217406,,47,And,1,6500,,20.43619321084467,,,
6523,6537,8512,402,,45The Cet,,1.400390,-8.183257,34.8918,-78.38,-206.88,17.0,3.600,0.886,K0III,1.065,32.241501,12.380133,-4.966510,0.00001617,-0.00000799,-0.00003711,0.36662135102657534,-0.1428247700972425,-0.0000003799969628194444,-0.000001002982542,The,45,Cet,1,6523,,38.51234824289314,,,
6550,6564,8556,404,,,,1.405695,-6.914656,46.6418,31.05,5.12,32.0,5.920,2.576,F4V,0.407,43.202634,16.657888,-5.615277,0.00002792,0.00001829,-0.00000279,0.36801016317816837,-0.120683514803475,0.0000001505346478125,0.00000002482246,,,Cet,1,6550,,8.120822162499833,,,
6578,6592,8651,408,,,,1.411329,-41.492549,72.2543,16.95,-36.94,74.0,5.420,1.126,K0III,1.030,50.469483,19.545369,-47.870549,0.00004273,0.00002291,-0.00005983,0.36948497503929,-0.7241815870390138,0.00000008217591885416666,-0.000000179090173,,,Phe,1,6578,,30.87450475587447,,,
6617,6631,8810,420,,,,1.418136,-64.369478,277.0083,23.15,-17.10,23.0,5.920,-1.292,M0III,1.561,111.660600,43.472048,-249.751483,-0.00002109,0.00002515,-0.00003114,0.3712670910507117,-1.1234593244024662,0.00000011223436704861111,-0.000000082903139,,,Hyi,1,6617,,286.28592708721214,,,
6656,6670,8705,412,,46    Cet,,1.427009,-14.598796,88.1834,42.54,-17.25,-23.0,4.900,0.173,K2III,1.231,79.449924,31.144316,-22.226489,-0.00002956,0.00000795,-0.00000121,0.3735902025977224,-0.25479706176564126,0.00000020623973970833332,-0.000000083630359,,46,Cet,1,6656,,74.26770437146976,,,
6672,6686,8538,403,,37Del Cas,Ruchbah,1.430216,60.235283,30.4785,297.24,-49.49,7.0,2.660,0.240,A5Vv SB,0.160,14.082378,5.534130,26.457567,-0.00000685,0.00004450,0.00000258,0.37442958727661074,1.0513040155749624,0.0000014410601840833333,-0.00000023993429,Del,37,Cas,1,6672,,69.82324040771711,Del,2.666,2.656
6678,6692,8491,399,,36Psi Cas,,1.432208,68.130012,59.8086,75.07,26.82,-12.0,4.720,0.836,K0III,1.047,20.730917,8.159197,55.504166,-0.00001894,0.00001594,-0.00000849,0.37495111455926244,1.1890930367365036,0.00000036394962999305556,0.000000130027029,Psi,36,Cas,1,6678,,40.3273792976113,,,
